te_id	species	chrom	te_start	te_end	te_class	te_subclass
Populus_tremula|Chr10:19530360-19530540|LTR_354-LTR	Populus_tremula	Chr10	19530360	19530540	LTR	LTR/Gypsy
Populus_tremula|Chr13:300900-301074|TIR_66	Populus_tremula	Chr13	300900	301074	TIR	DNA/TcMar
Populus_tremula|Chr13:2656728-2656850|TIR_83	Populus_tremula	Chr13	2656728	2656850	TIR	DNA/hAT
Populus_tremula|Chr13:2656882-2657010|TIR_75	Populus_tremula	Chr13	2656882	2657010	TIR	DNA/hAT
Populus_tremula|Chr13:2657478-2658797|LTR_984-int	Populus_tremula	Chr13	2657478	2658797	LTR	LTR/Copia
Populus_tremula|Chr13:10627002-10627176|TIR_66	Populus_tremula	Chr13	10627002	10627176	TIR	DNA/TcMar
Populus_tremula|Chr13:10627242-10627465|TIR_32	Populus_tremula	Chr13	10627242	10627465	TIR	DNA/TcMar
Populus_tremula|Chr14:1782259-1782393|TIR_32	Populus_tremula	Chr14	1782259	1782393	TIR	DNA/TcMar
Populus_tremula|Chr14:6150279-6150406|TIR_145	Populus_tremula	Chr14	6150279	6150406	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr14:6150868-6151021|TIR_13	Populus_tremula	Chr14	6150868	6151021	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr14:6154658-6154823|TIR_32	Populus_tremula	Chr14	6154658	6154823	TIR	DNA/TcMar
Populus_tremula|Chr14:6155193-6155595|TIR_19	Populus_tremula	Chr14	6155193	6155595	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr14:6155783-6155915|TIR_66	Populus_tremula	Chr14	6155783	6155915	TIR	DNA/TcMar
Populus_tremula|Chr14:8160987-8161096|Denovo_Non_LTR_1	Populus_tremula	Chr14	8160987	8161096	non-LTR	SINE/tRNA
Populus_tremula|Chr14:8164687-8164838|TIR_32	Populus_tremula	Chr14	8164687	8164838	TIR	DNA/TcMar
Populus_tremula|Chr15:8432390-8432560|Homology_Non_LTR_1	Populus_tremula	Chr15	8432390	8432560	non-LTR	SINE/tRNA
Populus_tremula|Chr16:1419615-1419697|TIR_6	Populus_tremula	Chr16	1419615	1419697	TIR	DNA/other
Populus_tremula|Chr16:1419627-1419916|TIR_8	Populus_tremula	Chr16	1419627	1419916	TIR	DNA/other
Populus_tremula|Chr16:1423633-1423723|TIR_6	Populus_tremula	Chr16	1423633	1423723	TIR	DNA/other
Populus_tremula|Chr16:1788321-1788340|LTR_634-int	Populus_tremula	Chr16	1788321	1788340	LTR	LTR/Gypsy
Populus_tremula|Chr16:1788340-1788646|TIR_53	Populus_tremula	Chr16	1788340	1788646	TIR	DNA/hAT
Populus_tremula|Chr16:1788816-1788969|TIR_82	Populus_tremula	Chr16	1788816	1788969	TIR	DNA/hAT
Populus_tremula|Chr16:1788994-1789294|TIR_13	Populus_tremula	Chr16	1788994	1789294	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr16:2104208-2104409|Denovo_Non_LTR_0	Populus_tremula	Chr16	2104208	2104409	non-LTR	SINE/tRNA
Populus_tremula|Chr16:2105159-2105234|TIR_32	Populus_tremula	Chr16	2105159	2105234	TIR	DNA/TcMar
Populus_tremula|Chr16:3285438-3286228|TIR_13	Populus_tremula	Chr16	3285438	3286228	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr16:11459912-11460683|TIR_13	Populus_tremula	Chr16	11459912	11460683	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr17:11827433-11827536|TIR_64	Populus_tremula	Chr17	11827433	11827536	TIR	DNA/TcMar
Populus_tremula|Chr18:11192898-11193106|TIR_52	Populus_tremula	Chr18	11192898	11193106	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr18:11193300-11193361|TIR_66	Populus_tremula	Chr18	11193300	11193361	TIR	DNA/TcMar
Populus_tremula|Chr18:11197512-11197870|TIR_9	Populus_tremula	Chr18	11197512	11197870	TIR	DNA/hAT
Populus_tremula|Chr19:233874-234030|TIR_32	Populus_tremula	Chr19	233874	234030	TIR	DNA/TcMar
Populus_tremula|Chr19:234734-234908|TIR_60	Populus_tremula	Chr19	234734	234908	TIR	DNA/hAT
Populus_tremula|Chr19:234760-234778|LTR_886-int	Populus_tremula	Chr19	234760	234778	LTR	LTR/Copia
Populus_tremula|Chr19:234778-234915|TIR_52	Populus_tremula	Chr19	234778	234915	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr19:234915-234926|LTR_886-int	Populus_tremula	Chr19	234915	234926	LTR	LTR/Copia
Populus_tremula|Chr19:236695-236765|LTR_703-int	Populus_tremula	Chr19	236695	236765	LTR	LTR/Copia
Populus_tremula|Chr19:2863670-2863794|LTR_453-LTR	Populus_tremula	Chr19	2863670	2863794	LTR	LTR/Gypsy
Populus_tremula|Chr2:8518857-8519037|TIR_64	Populus_tremula	Chr2	8518857	8519037	TIR	DNA/TcMar
Populus_tremula|Chr2:11353227-11353406|TIR_32	Populus_tremula	Chr2	11353227	11353406	TIR	DNA/TcMar
Populus_tremula|Chr2:14266124-14266364|TIR_8	Populus_tremula	Chr2	14266124	14266364	TIR	DNA/other
Populus_tremula|Chr2:14914568-14914625|TIR_92	Populus_tremula	Chr2	14914568	14914625	TIR	DNA/hAT
Populus_tremula|Chr2:14914625-14914792|TIR_32	Populus_tremula	Chr2	14914625	14914792	TIR	DNA/TcMar
Populus_tremula|Chr2:17029700-17029836|TIR_32	Populus_tremula	Chr2	17029700	17029836	TIR	DNA/TcMar
Populus_tremula|Chr2:18717488-18718222|TIR_3	Populus_tremula	Chr2	18717488	18718222	TIR	DNA/other
Populus_tremula|Chr2:20507062-20507202|TIR_32	Populus_tremula	Chr2	20507062	20507202	TIR	DNA/TcMar
Populus_tremula|Chr2:20507296-20507464|TIR_65	Populus_tremula	Chr2	20507296	20507464	TIR	DNA/hAT
Populus_tremula|Chr2:22287618-22287981|LTR_916-int	Populus_tremula	Chr2	22287618	22287981	LTR	LTR/Copia
Populus_tremula|Chr2:22292267-22292402|TIR_32	Populus_tremula	Chr2	22292267	22292402	TIR	DNA/TcMar
Populus_tremula|Chr3:1553238-1553349|TIR_60	Populus_tremula	Chr3	1553238	1553349	TIR	DNA/hAT
Populus_tremula|Chr3:2544887-2545058|TIR_8	Populus_tremula	Chr3	2544887	2545058	TIR	DNA/other
Populus_tremula|Chr3:9917134-9917303|Homology_Non_LTR_1	Populus_tremula	Chr3	9917134	9917303	non-LTR	SINE/tRNA
Populus_tremula|Chr3:9924178-9924337|LTR_703-int	Populus_tremula	Chr3	9924178	9924337	LTR	LTR/Copia
Populus_tremula|Chr3:9924206-9924376|TIR_52	Populus_tremula	Chr3	9924206	9924376	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr3:9925545-9925618|TIR_104	Populus_tremula	Chr3	9925545	9925618	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr3:9925618-9925634|TIR_1	Populus_tremula	Chr3	9925618	9925634	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr4:9557187-9557675|LTR_115-LTR	Populus_tremula	Chr4	9557187	9557675	LTR	LTR/Copia
Populus_tremula|Chr4:9557924-9557985|LTR_115-LTR	Populus_tremula	Chr4	9557924	9557985	LTR	LTR/Copia
Populus_tremula|Chr4:14963792-14963982|TIR_52	Populus_tremula	Chr4	14963792	14963982	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr4:14964086-14964251|TIR_32	Populus_tremula	Chr4	14964086	14964251	TIR	DNA/TcMar
Populus_tremula|Chr4:14966809-14966901|Denovo_Non_LTR_2	Populus_tremula	Chr4	14966809	14966901	non-LTR	SINE/tRNA
Populus_tremula|Chr4:14967645-14967778|TIR_66	Populus_tremula	Chr4	14967645	14967778	TIR	DNA/TcMar
Populus_tremula|Chr4:15439618-15439749|TIR_66	Populus_tremula	Chr4	15439618	15439749	TIR	DNA/TcMar
Populus_tremula|Chr4:15440433-15440606|Homology_Non_LTR_1	Populus_tremula	Chr4	15440433	15440606	non-LTR	SINE/tRNA
Populus_tremula|Chr4:15445995-15446186|Denovo_Non_LTR_0	Populus_tremula	Chr4	15445995	15446186	non-LTR	SINE/tRNA
Populus_tremula|Chr4:16265294-16266813|LTR_989-int	Populus_tremula	Chr4	16265294	16266813	LTR	LTR/Copia
Populus_tremula|Chr5:143237-143962|TIR_23	Populus_tremula	Chr5	143237	143962	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr5:147064-147208|TIR_3	Populus_tremula	Chr5	147064	147208	TIR	DNA/other
Populus_tremula|Chr5:992194-992626|TIR_170	Populus_tremula	Chr5	992194	992626	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr5:996201-996323|TIR_52	Populus_tremula	Chr5	996201	996323	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr5:4726385-4726543|TIR_52	Populus_tremula	Chr5	4726385	4726543	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr5:4939437-4939632|TIR_60	Populus_tremula	Chr5	4939437	4939632	TIR	DNA/hAT
Populus_tremula|Chr5:4939887-4940044|TIR_32	Populus_tremula	Chr5	4939887	4940044	TIR	DNA/TcMar
Populus_tremula|Chr5:4944391-4944597|LTR_879-int	Populus_tremula	Chr5	4944391	4944597	LTR	LTR/Copia
Populus_tremula|Chr5:7238258-7238529|LTR_529-LTR	Populus_tremula	Chr5	7238258	7238529	LTR	LTR/Gypsy
Populus_tremula|Chr5:7238529-7238879|LTR_348-LTR	Populus_tremula	Chr5	7238529	7238879	LTR	LTR/Gypsy
Populus_tremula|Chr5:7238569-7238971|LTR_693-int	Populus_tremula	Chr5	7238569	7238971	LTR	LTR/Copia
Populus_tremula|Chr5:7238971-7239011|LTR_529-LTR	Populus_tremula	Chr5	7238971	7239011	LTR	LTR/Gypsy
Populus_tremula|Chr5:7239286-7239540|LTR_703-int	Populus_tremula	Chr5	7239286	7239540	LTR	LTR/Copia
Populus_tremula|Chr5:7239330-7239563|LTR_886-int	Populus_tremula	Chr5	7239330	7239563	LTR	LTR/Copia
Populus_tremula|Chr5:12406577-12406762|TIR_32	Populus_tremula	Chr5	12406577	12406762	TIR	DNA/TcMar
Populus_tremula|Chr5:12407361-12409916|TIR_143	Populus_tremula	Chr5	12407361	12409916	TIR	DNA/hAT
Populus_tremula|Chr5:15702086-15702144|TIR_32	Populus_tremula	Chr5	15702086	15702144	TIR	DNA/TcMar
Populus_tremula|Chr6:345844-346096|LTR_987-int	Populus_tremula	Chr6	345844	346096	LTR	LTR/Gypsy
Populus_tremula|Chr6:346463-346574|LTR_968-int	Populus_tremula	Chr6	346463	346574	LTR	LTR/Gypsy
Populus_tremula|Chr6:2134735-2134906|TIR_32	Populus_tremula	Chr6	2134735	2134906	TIR	DNA/TcMar
Populus_tremula|Chr6:2135601-2135807|Denovo_Non_LTR_0	Populus_tremula	Chr6	2135601	2135807	non-LTR	SINE/tRNA
Populus_tremula|Chr6:17599400-17599661|LTR_740-int	Populus_tremula	Chr6	17599400	17599661	LTR	LTR/Copia
Populus_tremula|Chr6:19756887-19757203|TIR_17	Populus_tremula	Chr6	19756887	19757203	TIR	DNA/CMC-EnSpm
Populus_tremula|Chr6:19764550-19765531|TIR_61	Populus_tremula	Chr6	19764550	19765531	TIR	DNA/hAT
Populus_tremula|Chr6:19765549-19765568|TIR_60	Populus_tremula	Chr6	19765549	19765568	TIR	DNA/hAT
Populus_tremula|Chr6:19765568-19765716|TIR_66	Populus_tremula	Chr6	19765568	19765716	TIR	DNA/TcMar
Populus_tremula|Chr6:21327742-21327897|TIR_145	Populus_tremula	Chr6	21327742	21327897	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr6:21716301-21717167|TIR_13	Populus_tremula	Chr6	21716301	21717167	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr6:22062089-22062519|LTR_105-LTR	Populus_tremula	Chr6	22062089	22062519	LTR	LTR/Gypsy
Populus_tremula|Chr6:22062495-22062596|LTR_769-int	Populus_tremula	Chr6	22062495	22062596	LTR	LTR/Copia
Populus_tremula|Chr6:22062512-22062598|LTR_105-LTR	Populus_tremula	Chr6	22062512	22062598	LTR	LTR/Gypsy
Populus_tremula|Chr7:12406048-12406234|Denovo_Non_LTR_1	Populus_tremula	Chr7	12406048	12406234	non-LTR	SINE/tRNA
Populus_tremula|Chr7:13454393-13454568|Homology_Non_LTR_1	Populus_tremula	Chr7	13454393	13454568	non-LTR	SINE/tRNA
Populus_tremula|Chr7:13454581-13454669|Denovo_Non_LTR_4	Populus_tremula	Chr7	13454581	13454669	non-LTR	SINE/tRNA
Populus_tremula|Chr7:13457311-13457796|TIR_6	Populus_tremula	Chr7	13457311	13457796	TIR	DNA/other
Populus_tremula|Chr7:13457859-13458041|TIR_60	Populus_tremula	Chr7	13457859	13458041	TIR	DNA/hAT
Populus_tremula|Chr8:439524-439681|Homology_Non_LTR_1	Populus_tremula	Chr8	439524	439681	non-LTR	SINE/tRNA
Populus_tremula|Chr8:775500-776108|TIR_24	Populus_tremula	Chr8	775500	776108	TIR	DNA/hAT
Populus_tremula|Chr8:776644-776761|LTR_931-int	Populus_tremula	Chr8	776644	776761	LTR	LTR/Gypsy
Populus_tremula|Chr8:777339-777529|LTR_145-LTR	Populus_tremula	Chr8	777339	777529	LTR	LTR/Copia
Populus_tremula|Chr8:6521246-6521469|TIR_8	Populus_tremula	Chr8	6521246	6521469	TIR	DNA/other
Populus_tremula|Chr8:7413777-7413899|TIR_68	Populus_tremula	Chr8	7413777	7413899	TIR	DNA/hAT
Populus_tremula|Chr8:7420342-7421405|TIR_124	Populus_tremula	Chr8	7420342	7421405	TIR	DNA/hAT
Populus_tremula|Chr9:367730-367905|TIR_52	Populus_tremula	Chr9	367730	367905	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr9:379961-380153|Denovo_Non_LTR_2	Populus_tremula	Chr9	379961	380153	non-LTR	SINE/tRNA
Populus_tremula|Chr9:2163688-2163866|TIR_32	Populus_tremula	Chr9	2163688	2163866	TIR	DNA/TcMar
Populus_tremula|Chr9:2648059-2648107|LTR_183-LTR	Populus_tremula	Chr9	2648059	2648107	LTR	LTR/Gypsy
Populus_tremula|Chr9:2648068-2648145|LTR_167-LTR	Populus_tremula	Chr9	2648068	2648145	LTR	LTR/Copia
Populus_tremula|Chr9:2648107-2648122|LTR_166-LTR	Populus_tremula	Chr9	2648107	2648122	LTR	LTR/Gypsy
Populus_tremula|Chr9:2651456-2651519|TIR_66	Populus_tremula	Chr9	2651456	2651519	TIR	DNA/TcMar
Populus_tremula|Chr9:4204849-4204982|TIR_83	Populus_tremula	Chr9	4204849	4204982	TIR	DNA/hAT
Populus_tremula|Chr9:6966566-6966586|TIR_52	Populus_tremula	Chr9	6966566	6966586	TIR	DNA/PIF-Harbinger
Populus_tremula|Chr9:6966586-6966774|TIR_32	Populus_tremula	Chr9	6966586	6966774	TIR	DNA/TcMar
Populus_trichocarpa|Chr1:2240771-2240850|TIR_54	Populus_trichocarpa	Chr1	2240771	2240850	TIR	DNA/other
Populus_trichocarpa|Chr1:2242982-2243082|TIR_116	Populus_trichocarpa	Chr1	2242982	2243082	TIR	DNA/TcMar
Populus_trichocarpa|Chr1:2242999-2243104|TIR_80	Populus_trichocarpa	Chr1	2242999	2243104	TIR	DNA/hAT
Populus_trichocarpa|Chr1:5852050-5854010|LTR_1019-int	Populus_trichocarpa	Chr1	5852050	5854010	LTR	LTR/Copia
Populus_trichocarpa|Chr1:5853990-5854347|LTR_1019-int	Populus_trichocarpa	Chr1	5853990	5854347	LTR	LTR/Copia
Populus_trichocarpa|Chr1:5854350-5854625|LTR_124-LTR	Populus_trichocarpa	Chr1	5854350	5854625	LTR	LTR/Copia
Populus_trichocarpa|Chr1:5859011-5859111|Denovo_Non_LTR_9	Populus_trichocarpa	Chr1	5859011	5859111	LTR	LTR/other
Populus_trichocarpa|Chr1:5859111-5859133|TIR_76	Populus_trichocarpa	Chr1	5859111	5859133	TIR	DNA/TcMar
Populus_trichocarpa|Chr1:11076639-11076735|LTR_678-int	Populus_trichocarpa	Chr1	11076639	11076735	LTR	LTR/Copia
Populus_trichocarpa|Chr1:11076893-11076961|LTR_678-int	Populus_trichocarpa	Chr1	11076893	11076961	LTR	LTR/Copia
Populus_trichocarpa|Chr1:11076961-11077056|TIR_176	Populus_trichocarpa	Chr1	11076961	11077056	non-LTR	LINE/L1
Populus_trichocarpa|Chr1:11083696-11083726|TIR_61	Populus_trichocarpa	Chr1	11083696	11083726	TIR	DNA/TcMar
Populus_trichocarpa|Chr1:11083726-11083866|TIR_13	Populus_trichocarpa	Chr1	11083726	11083866	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr1:11084947-11085087|TIR_13	Populus_trichocarpa	Chr1	11084947	11085087	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr1:11084948-11085140|LTR_678-int	Populus_trichocarpa	Chr1	11084948	11085140	LTR	LTR/Copia
Populus_trichocarpa|Chr1:11086113-11088210|TIR_151	Populus_trichocarpa	Chr1	11086113	11088210	TIR	DNA/hAT
Populus_trichocarpa|Chr1:38895702-38895895|LTR_678-int	Populus_trichocarpa	Chr1	38895702	38895895	LTR	LTR/Copia
Populus_trichocarpa|Chr1:38899153-38899257|TIR_155	Populus_trichocarpa	Chr1	38899153	38899257	TIR	DNA/TcMar
Populus_trichocarpa|Chr1:39237007-39237123|TIR_176	Populus_trichocarpa	Chr1	39237007	39237123	non-LTR	LINE/L1
Populus_trichocarpa|Chr1:39237178-39237355|LTR_678-int	Populus_trichocarpa	Chr1	39237178	39237355	LTR	LTR/Copia
Populus_trichocarpa|Chr1:39237474-39237661|LTR_678-int	Populus_trichocarpa	Chr1	39237474	39237661	LTR	LTR/Copia
Populus_trichocarpa|Chr1:39237685-39237863|LTR_678-int	Populus_trichocarpa	Chr1	39237685	39237863	LTR	LTR/Copia
Populus_trichocarpa|Chr10:383254-389537|TIR_22	Populus_trichocarpa	Chr10	383254	389537	LTR	LTR/Gypsy
Populus_trichocarpa|Chr10:389698-390259|TIR_22	Populus_trichocarpa	Chr10	389698	390259	LTR	LTR/Gypsy
Populus_trichocarpa|Chr10:390251-390448|TIR_22	Populus_trichocarpa	Chr10	390251	390448	LTR	LTR/Gypsy
Populus_trichocarpa|Chr10:390444-390785|TIR_22	Populus_trichocarpa	Chr10	390444	390785	LTR	LTR/Gypsy
Populus_trichocarpa|Chr10:390785-390887|TIR_54	Populus_trichocarpa	Chr10	390785	390887	TIR	DNA/other
Populus_trichocarpa|Chr10:390889-390956|TIR_2	Populus_trichocarpa	Chr10	390889	390956	TIR	DNA/CMC-EnSpm
Populus_trichocarpa|Chr10:392565-392749|LTR_678-int	Populus_trichocarpa	Chr10	392565	392749	LTR	LTR/Copia
Populus_trichocarpa|Chr10:392945-393057|TIR_143	Populus_trichocarpa	Chr10	392945	393057	TIR	DNA/hAT
Populus_trichocarpa|Chr10:393010-393213|TIR_176	Populus_trichocarpa	Chr10	393010	393213	non-LTR	LINE/L1
Populus_trichocarpa|Chr10:393235-393414|LTR_678-int	Populus_trichocarpa	Chr10	393235	393414	LTR	LTR/Copia
Populus_trichocarpa|Chr10:15063539-15063741|TIR_112	Populus_trichocarpa	Chr10	15063539	15063741	TIR	DNA/TcMar
Populus_trichocarpa|Chr10:15577944-15578073|TIR_80	Populus_trichocarpa	Chr10	15577944	15578073	TIR	DNA/hAT
Populus_trichocarpa|Chr10:21964084-21964105|TIR_56	Populus_trichocarpa	Chr10	21964084	21964105	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr10:21964105-21964273|TIR_61	Populus_trichocarpa	Chr10	21964105	21964273	TIR	DNA/TcMar
Populus_trichocarpa|Chr10:22228966-22229120|TIR_13	Populus_trichocarpa	Chr10	22228966	22229120	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr10:22230953-22230967|TIR_73	Populus_trichocarpa	Chr10	22230953	22230967	TIR	DNA/TcMar
Populus_trichocarpa|Chr10:22230967-22231142|TIR_18	Populus_trichocarpa	Chr10	22230967	22231142	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr10:22231194-22231349|TIR_73	Populus_trichocarpa	Chr10	22231194	22231349	TIR	DNA/TcMar
Populus_trichocarpa|Chr10:22231349-22231632|TIR_18	Populus_trichocarpa	Chr10	22231349	22231632	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr10:22243343-22244152|TIR_70	Populus_trichocarpa	Chr10	22243343	22244152	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr13:2787356-2787520|TIR_80	Populus_trichocarpa	Chr13	2787356	2787520	TIR	DNA/hAT
Populus_trichocarpa|Chr13:2787574-2787768|TIR_30	Populus_trichocarpa	Chr13	2787574	2787768	TIR	DNA/other
Populus_trichocarpa|Chr13:2787805-2788009|Denovo_Non_LTR_3	Populus_trichocarpa	Chr13	2787805	2788009	non-LTR	SINE/tRNA
Populus_trichocarpa|Chr13:9366681-9366721|TIR_24	Populus_trichocarpa	Chr13	9366681	9366721	TIR	DNA/hAT
Populus_trichocarpa|Chr13:9366721-9366920|TIR_29	Populus_trichocarpa	Chr13	9366721	9366920	TIR	DNA/hAT
Populus_trichocarpa|Chr13:13270304-13270388|TIR_207	Populus_trichocarpa	Chr13	13270304	13270388	TIR	DNA/hAT
Populus_trichocarpa|Chr13:15183840-15184007|TIR_56	Populus_trichocarpa	Chr13	15183840	15184007	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr13:15187524-15187724|TIR_13	Populus_trichocarpa	Chr13	15187524	15187724	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr13:15188239-15188297|TIR_112	Populus_trichocarpa	Chr13	15188239	15188297	TIR	DNA/TcMar
Populus_trichocarpa|Chr14:585777-585987|Denovo_Non_LTR_3	Populus_trichocarpa	Chr14	585777	585987	non-LTR	SINE/tRNA
Populus_trichocarpa|Chr14:781917-782089|TIR_13	Populus_trichocarpa	Chr14	781917	782089	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr14:1772101-1772280|TIR_13	Populus_trichocarpa	Chr14	1772101	1772280	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr14:6116486-6116725|TIR_170	Populus_trichocarpa	Chr14	6116486	6116725	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr14:6117106-6117279|TIR_36	Populus_trichocarpa	Chr14	6117106	6117279	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr14:6121246-6121446|TIR_30	Populus_trichocarpa	Chr14	6121246	6121446	TIR	DNA/other
Populus_trichocarpa|Chr14:8105985-8106134|TIR_13	Populus_trichocarpa	Chr14	8105985	8106134	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr14:8106161-8106367|TIR_56	Populus_trichocarpa	Chr14	8106161	8106367	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr15:4807910-4808347|LTR_560-LTR	Populus_trichocarpa	Chr15	4807910	4808347	LTR	LTR/Gypsy
Populus_trichocarpa|Chr15:4808405-4808458|LTR_678-int	Populus_trichocarpa	Chr15	4808405	4808458	LTR	LTR/Copia
Populus_trichocarpa|Chr15:4808479-4808535|LTR_678-int	Populus_trichocarpa	Chr15	4808479	4808535	LTR	LTR/Copia
Populus_trichocarpa|Chr15:4811225-4811388|Homology_Non_LTR_1	Populus_trichocarpa	Chr15	4811225	4811388	non-LTR	SINE/tRNA
Populus_trichocarpa|Chr15:15170851-15171588|LTR_311-LTR	Populus_trichocarpa	Chr15	15170851	15171588	LTR	LTR/Gypsy
Populus_trichocarpa|Chr16:1347032-1347121|TIR_54	Populus_trichocarpa	Chr16	1347032	1347121	TIR	DNA/other
Populus_trichocarpa|Chr16:1347946-1348136|LTR_217-LTR	Populus_trichocarpa	Chr16	1347946	1348136	LTR	LTR/Gypsy
Populus_trichocarpa|Chr16:1824150-1824242|TIR_13	Populus_trichocarpa	Chr16	1824150	1824242	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr16:2172998-2173125|Denovo_Non_LTR_9	Populus_trichocarpa	Chr16	2172998	2173125	LTR	LTR/other
Populus_trichocarpa|Chr16:2173309-2173412|TIR_116	Populus_trichocarpa	Chr16	2173309	2173412	TIR	DNA/TcMar
Populus_trichocarpa|Chr16:2173320-2173433|TIR_80	Populus_trichocarpa	Chr16	2173320	2173433	TIR	DNA/hAT
Populus_trichocarpa|Chr16:3201662-3201971|TIR_20	Populus_trichocarpa	Chr16	3201662	3201971	TIR	DNA/CMC-EnSpm
Populus_trichocarpa|Chr17:1789381-1789582|TIR_30	Populus_trichocarpa	Chr17	1789381	1789582	TIR	DNA/other
Populus_trichocarpa|Chr17:1792404-1792424|LTR_16-LTR	Populus_trichocarpa	Chr17	1792404	1792424	LTR	LTR/Copia
Populus_trichocarpa|Chr17:1792449-1792485|LTR_16-LTR	Populus_trichocarpa	Chr17	1792449	1792485	LTR	LTR/Copia
Populus_trichocarpa|Chr17:11599806-11599919|TIR_112	Populus_trichocarpa	Chr17	11599806	11599919	TIR	DNA/TcMar
Populus_trichocarpa|Chr17:11600080-11600197|TIR_112	Populus_trichocarpa	Chr17	11600080	11600197	TIR	DNA/TcMar
Populus_trichocarpa|Chr18:2184822-2184944|LTR_678-int	Populus_trichocarpa	Chr18	2184822	2184944	LTR	LTR/Copia
Populus_trichocarpa|Chr18:2185422-2185497|TIR_176	Populus_trichocarpa	Chr18	2185422	2185497	non-LTR	LINE/L1
Populus_trichocarpa|Chr18:2185425-2185513|LTR_678-int	Populus_trichocarpa	Chr18	2185425	2185513	LTR	LTR/Copia
Populus_trichocarpa|Chr18:2186120-2186188|TIR_30	Populus_trichocarpa	Chr18	2186120	2186188	TIR	DNA/other
Populus_trichocarpa|Chr18:2189387-2189543|TIR_80	Populus_trichocarpa	Chr18	2189387	2189543	TIR	DNA/hAT
Populus_trichocarpa|Chr18:2189424-2189559|TIR_13	Populus_trichocarpa	Chr18	2189424	2189559	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr18:2190119-2190488|TIR_77	Populus_trichocarpa	Chr18	2190119	2190488	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr18:2190670-2191299|TIR_47	Populus_trichocarpa	Chr18	2190670	2191299	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr19:12969738-12969861|LTR_157-LTR	Populus_trichocarpa	Chr19	12969738	12969861	LTR	LTR/Gypsy
Populus_trichocarpa|Chr19:12974773-12974887|TIR_76	Populus_trichocarpa	Chr19	12974773	12974887	TIR	DNA/TcMar
Populus_trichocarpa|Chr19:15273267-15273769|LTR_678-int	Populus_trichocarpa	Chr19	15273267	15273769	LTR	LTR/Copia
Populus_trichocarpa|Chr19:15273753-15274062|LTR_678-int	Populus_trichocarpa	Chr19	15273753	15274062	LTR	LTR/Copia
Populus_trichocarpa|Chr19:15273763-15274173|LTR_678-int	Populus_trichocarpa	Chr19	15273763	15274173	LTR	LTR/Copia
Populus_trichocarpa|Chr19:15278404-15278553|Homology_Non_LTR_1	Populus_trichocarpa	Chr19	15278404	15278553	non-LTR	SINE/tRNA
Populus_trichocarpa|Chr19:15279431-15279605|TIR_13	Populus_trichocarpa	Chr19	15279431	15279605	TIR	DNA/PIF-Harbinger
Populus_trichocarpa|Chr2:1108555-1108634|TIR_120	Populus_trichocarpa	Chr2	1108555	1108634	TIR	DNA/MULE
Populus_trichocarpa|Chr2:1108812-1109257|LTR_398-LTR	Populus_trichocarpa	Chr2	1108812	1109257	LTR	LTR/Gypsy
Populus_trichocarpa|Chr2:2095629-2095825|LTR_678-int	Populus_trichocarpa	Chr2	2095629	2095825	LTR	LTR/Copia
Populus_trichocarpa|Chr2:2095654-2095864|TIR_13	Populus_trichocarpa	Chr2	2095654	2095864	TIR	DNA/PIF-Harbinger
