gene_id	species	chrom	window_start	window_end
Populus_pseudoglauca__Popse03871.t1	Populus_pseudoglauca	Chr1	47614268	47620976
Populus_pseudoglauca__Popse04333.t2	Populus_pseudoglauca	Chr1	52069296	52080277
Populus_pseudoglauca__Popse04443.t1	Populus_pseudoglauca	Chr1	52783837	52788639
Populus_pseudoglauca__Popse23865.t1	Populus_pseudoglauca	Chr10	12172954	12177375
Populus_pseudoglauca__Popse24122.t6	Populus_pseudoglauca	Chr10	14304701	14312863
Populus_pseudoglauca__Popse24692.t2	Populus_pseudoglauca	Chr10	18750664	18757444
Populus_pseudoglauca__Popse24818.t1	Populus_pseudoglauca	Chr10	19784235	19788671
Populus_pseudoglauca__Popse24837.t1	Populus_pseudoglauca	Chr10	19972220	19976905
Populus_pseudoglauca__Popse24956.t1	Populus_pseudoglauca	Chr11	302720	308767
Populus_pseudoglauca__Popse25052.t3	Populus_pseudoglauca	Chr11	688783	695175
Populus_pseudoglauca__Popse25944.t1	Populus_pseudoglauca	Chr11	6680999	6685432
Populus_pseudoglauca__Popse26013.t1	Populus_pseudoglauca	Chr11	7187794	7192398
Populus_pseudoglauca__Popse26066.t1	Populus_pseudoglauca	Chr11	7567383	7576635
Populus_pseudoglauca__Popse27260.t3	Populus_pseudoglauca	Chr12	445664	452354
Populus_pseudoglauca__LG12_exon3_exon2_exon1_exon5	Populus_pseudoglauca	Chr12	2891489	2898032
Populus_pseudoglauca__Popse27809.t2	Populus_pseudoglauca	Chr12	7058679	7066062
Populus_pseudoglauca__Popse28384.t1	Populus_pseudoglauca	Chr12	15570490	15579069
Populus_pseudoglauca__Popse29992.t6	Populus_pseudoglauca	Chr13	15570718	15575770
Populus_pseudoglauca__Popse30427.t1	Populus_pseudoglauca	Chr14	1228997	1236642
Populus_pseudoglauca__Popse30879.t2	Populus_pseudoglauca	Chr14	5230559	5238042
Populus_pseudoglauca__Popse31470.t1	Populus_pseudoglauca	Chr14	15729649	15736720
Populus_pseudoglauca__Popse31567.t1	Populus_pseudoglauca	Chr14	16501657	16506153
Populus_pseudoglauca__Popse31692.t1	Populus_pseudoglauca	Chr14	17565175	17569914
Populus_pseudoglauca__Popse32258.t1	Populus_pseudoglauca	Chr15	5490275	5494906
Populus_pseudoglauca__Popse33456.t1	Populus_pseudoglauca	Chr16	2386370	2394113
Populus_pseudoglauca__Popse34228.t1	Populus_pseudoglauca	Chr16	12834460	12839043
Populus_pseudoglauca__Popse35011.t1	Populus_pseudoglauca	Chr17	2456066	2462644
Populus_pseudoglauca__Popse35754.t1	Populus_pseudoglauca	Chr17	13258890	13268089
Populus_pseudoglauca__Popse35884.t1	Populus_pseudoglauca	Chr17	14480403	14489629
Populus_pseudoglauca__Popse35928.t1	Populus_pseudoglauca	Chr17	14842132	14849021
Populus_pseudoglauca__Popse35995.t1	Populus_pseudoglauca	Chr17	15346918	15352696
Populus_pseudoglauca__Popse37814.t1	Populus_pseudoglauca	Chr19	2744098	2750426
Populus_pseudoglauca__Popse38343.t1	Populus_pseudoglauca	Chr19	7191733	7196627
Populus_pseudoglauca__Popse38344.t1	Populus_pseudoglauca	Chr19	7197633	7204184
Populus_pseudoglauca__Popse38608.t10	Populus_pseudoglauca	Chr19	8909167	8915504
Populus_pseudoglauca__Popse38800.t1	Populus_pseudoglauca	Chr19	10094409	10098878
Populus_pseudoglauca__Popse38861.t1	Populus_pseudoglauca	Chr19	10516817	10523645
Populus_pseudoglauca__Popse38948.t1	Populus_pseudoglauca	Chr19	11055252	11060604
Populus_pseudoglauca__Popse39227.t1	Populus_pseudoglauca	Chr19	12832232	12843076
Populus_pseudoglauca__Popse39229.t1	Populus_pseudoglauca	Chr19	12853717	12859565
Populus_pseudoglauca__Popse04944.t2	Populus_pseudoglauca	Chr2	1871464	1876412
Populus_pseudoglauca__Popse05016.t1	Populus_pseudoglauca	Chr2	2321727	2328782
Populus_pseudoglauca__Popse05058.t2	Populus_pseudoglauca	Chr2	2730476	2740031
Populus_pseudoglauca__Popse05248.t2	Populus_pseudoglauca	Chr2	4343578	4352902
Populus_pseudoglauca__Popse05491.t1	Populus_pseudoglauca	Chr2	6426753	6432710
Populus_pseudoglauca__Popse05802.t1	Populus_pseudoglauca	Chr2	9267846	9274544
Populus_pseudoglauca__Popse07149.t1	Populus_pseudoglauca	Chr2	26721149	26727136
Populus_pseudoglauca__Popse07412.t2	Populus_pseudoglauca	Chr2	29395916	29401648
Populus_pseudoglauca__Popse07661.t1	Populus_pseudoglauca	Chr3	2059812	2069260
Populus_pseudoglauca__Popse07823.t1	Populus_pseudoglauca	Chr3	3672383	3682594
Populus_pseudoglauca__Popse08126.t1	Populus_pseudoglauca	Chr3	6458496	6463862
Populus_pseudoglauca__Popse08231.t1	Populus_pseudoglauca	Chr3	7523283	7529801
Populus_pseudoglauca__Popse08286.t1	Populus_pseudoglauca	Chr3	8009093	8013562
Populus_pseudoglauca__Popse08451.t1	Populus_pseudoglauca	Chr3	9656792	9663625
Populus_pseudoglauca__Popse08784.t1	Populus_pseudoglauca	Chr3	16117097	16121689
Populus_pseudoglauca__Popse10274.t1	Populus_pseudoglauca	Chr4	2177570	2182042
Populus_pseudoglauca__Popse10416.t1	Populus_pseudoglauca	Chr4	3080673	3087746
Populus_pseudoglauca__Popse10640.t2	Populus_pseudoglauca	Chr4	4790065	4796496
Populus_pseudoglauca__Popse10662.t1	Populus_pseudoglauca	Chr4	4981945	4990487
Populus_pseudoglauca__Popse10873.t2	Populus_pseudoglauca	Chr4	6729055	6736080
Populus_pseudoglauca__Popse10874.t1	Populus_pseudoglauca	Chr4	6744800	6750212
Populus_pseudoglauca__Popse11135.t1	Populus_pseudoglauca	Chr4	9023348	9027793
Populus_pseudoglauca__Popse11232.t3	Populus_pseudoglauca	Chr4	9762103	9768689
Populus_pseudoglauca__Popse11648.t1	Populus_pseudoglauca	Chr4	13104612	13112099
Populus_pseudoglauca__Popse11926.t1	Populus_pseudoglauca	Chr4	16503416	16507852
Populus_pseudoglauca__Popse12700.t1	Populus_pseudoglauca	Chr5	180449	186133
Populus_pseudoglauca__Popse12864.t2	Populus_pseudoglauca	Chr5	1075950	1080969
Populus_pseudoglauca__Popse12995.t1	Populus_pseudoglauca	Chr5	1991738	1996207
Populus_pseudoglauca__Popse13132.t2	Populus_pseudoglauca	Chr5	3109831	3116927
Populus_pseudoglauca__Popse13368.t1	Populus_pseudoglauca	Chr5	5226675	5234958
Populus_pseudoglauca__Popse13385.t1	Populus_pseudoglauca	Chr5	5459437	5467161
Populus_pseudoglauca__Popse13593.t1	Populus_pseudoglauca	Chr5	7959016	7966050
Populus_pseudoglauca__Popse14019.t2	Populus_pseudoglauca	Chr5	15931330	15938271
Populus_pseudoglauca__Popse14079.t1	Populus_pseudoglauca	Chr5	16592852	16597342
Populus_pseudoglauca__Popse14174.t1	Populus_pseudoglauca	Chr5	17707350	17711960
Populus_pseudoglauca__Popse14446.t3	Populus_pseudoglauca	Chr5	20478520	20485935
Populus_pseudoglauca__Popse14728.t1	Populus_pseudoglauca	Chr5	22793376	22801992
Populus_pseudoglauca__Popse15326.t1	Populus_pseudoglauca	Chr6	1662579	1669157
Populus_pseudoglauca__Popse15351.t1	Populus_pseudoglauca	Chr6	1956355	1962969
Populus_pseudoglauca__Popse16203.t1	Populus_pseudoglauca	Chr6	15081904	15091595
Populus_pseudoglauca__Popse17162.t1	Populus_pseudoglauca	Chr6	23341955	23351844
Populus_pseudoglauca__Popse17251.t2	Populus_pseudoglauca	Chr6	23990131	23994846
Populus_pseudoglauca__Popse17541.t1	Populus_pseudoglauca	Chr7	401193	407749
Populus_pseudoglauca__Popse18821.t1	Populus_pseudoglauca	Chr7	15112098	15116702
Populus_pseudoglauca__Popse18891.t1	Populus_pseudoglauca	Chr7	15652150	15656583
Populus_pseudoglauca__Popse19847.t1	Populus_pseudoglauca	Chr7	22131291	22137810
Populus_pseudoglauca__Popse19905.t1	Populus_pseudoglauca	Chr7	22427387	22433177
Populus_pseudoglauca__Popse19909.t1	Populus_pseudoglauca	Chr7	22439090	22445316
Populus_pseudoglauca__Popse20060.t1	Populus_pseudoglauca	Chr8	327173	333959
Populus_pseudoglauca__Popse20327.t1	Populus_pseudoglauca	Chr8	3013047	3019544
Populus_qiongdaoensis__Poqio00925.t1	Populus_qiongdaoensis	Chr1	6330895	6335895
Populus_qiongdaoensis__Poqio00963.t1	Populus_qiongdaoensis	Chr1	6821202	6826219
Populus_qiongdaoensis__Poqio02675.t1	Populus_qiongdaoensis	Chr1	25906301	25911112
Populus_qiongdaoensis__Poqio03623.t1	Populus_qiongdaoensis	Chr1	38827677	38836550
Populus_qiongdaoensis__Poqio04355.t1	Populus_qiongdaoensis	Chr1	45212800	45217727
Populus_qiongdaoensis__Poqio39000.t1	Populus_qiongdaoensis	Chr10	2443128	2450969
Populus_qiongdaoensis__Poqio08268.t1	Populus_qiongdaoensis	Chr10	11695677	11700377
Populus_qiongdaoensis__Poqio08269.t1	Populus_qiongdaoensis	Chr10	11731345	11735901
Populus_qiongdaoensis__Poqio08372.t1	Populus_qiongdaoensis	Chr10	12665545	12674795
Populus_qiongdaoensis__Poqio09499.t1	Populus_qiongdaoensis	Chr10	20990907	20996619
Populus_qiongdaoensis__Poqio24221.t1	Populus_qiongdaoensis	Chr11	829175	834753
Populus_qiongdaoensis__Poqio24131.t1	Populus_qiongdaoensis	Chr11	1629559	1635857
Populus_qiongdaoensis__Poqio24064.t1	Populus_qiongdaoensis	Chr11	2105694	2110347
Populus_qiongdaoensis__Poqio23859.t1	Populus_qiongdaoensis	Chr11	3968520	3973878
Populus_qiongdaoensis__Poqio23539.t1	Populus_qiongdaoensis	Chr11	8235461	8239891
Populus_qiongdaoensis__Poqio35234.t1	Populus_qiongdaoensis	Chr12	6675885	6680789
Populus_qiongdaoensis__Poqio33336.t1	Populus_qiongdaoensis	Chr13	1807486	1813014
Populus_qiongdaoensis__Poqio34145.t1	Populus_qiongdaoensis	Chr13	11352415	11357647
Populus_qiongdaoensis__Poqio37565.t1	Populus_qiongdaoensis	Chr14	221779	229894
Populus_qiongdaoensis__Poqio38431.t1	Populus_qiongdaoensis	Chr14	11378776	11389090
Populus_qiongdaoensis__Poqio31811.t1	Populus_qiongdaoensis	Chr15	1335244	1341702
Populus_qiongdaoensis__Poqio32104.t1	Populus_qiongdaoensis	Chr15	3966672	3971855
Populus_qiongdaoensis__Poqio32198.t1	Populus_qiongdaoensis	Chr15	4697860	4704647
Populus_qiongdaoensis__Poqio32232.t1	Populus_qiongdaoensis	Chr15	4978084	4985098
Populus_qiongdaoensis__Poqio33031.t1	Populus_qiongdaoensis	Chr15	8719216	8724916
Populus_qiongdaoensis__Poqio33030.t1	Populus_qiongdaoensis	Chr15	8723677	8733594
Populus_qiongdaoensis__Poqio36239.t1	Populus_qiongdaoensis	Chr16	6555889	6561458
Populus_qiongdaoensis__Poqio36105.t1	Populus_qiongdaoensis	Chr16	7992901	8006585
Populus_qiongdaoensis__Poqio36060.t1	Populus_qiongdaoensis	Chr16	9006029	9014472
Populus_qiongdaoensis__Poqio35982.t1	Populus_qiongdaoensis	Chr16	9870111	9877252
Populus_qiongdaoensis__Poqio31073.t1	Populus_qiongdaoensis	Chr17	5399010	5404533
Populus_qiongdaoensis__Poqio24543.t1	Populus_qiongdaoensis	Chr19	1952450	1958296
Populus_qiongdaoensis__Poqio24544.t1	Populus_qiongdaoensis	Chr19	2008607	2014031
Populus_qiongdaoensis__Poqio24546.t1	Populus_qiongdaoensis	Chr19	2022498	2029196
Populus_qiongdaoensis__Poqio15123.t1	Populus_qiongdaoensis	Chr2	4727546	4733786
Populus_qiongdaoensis__Poqio14830.t1	Populus_qiongdaoensis	Chr2	8711099	8716646
Populus_qiongdaoensis__Poqio14530.t1	Populus_qiongdaoensis	Chr2	11852698	11857440
Populus_qiongdaoensis__Poqio14412.t1	Populus_qiongdaoensis	Chr2	12833769	12838671
Populus_qiongdaoensis__Poqio14343.t1	Populus_qiongdaoensis	Chr2	13361144	13368547
Populus_qiongdaoensis__Poqio14061.t1	Populus_qiongdaoensis	Chr2	15490292	15495376
Populus_qiongdaoensis__Poqio13823.t1	Populus_qiongdaoensis	Chr2	17636993	17642404
Populus_qiongdaoensis__Poqio13798.t1	Populus_qiongdaoensis	Chr2	17854694	17859640
Populus_qiongdaoensis__Poqio13476.t1	Populus_qiongdaoensis	Chr2	20579599	20584515
Populus_qiongdaoensis__Poqio13302.t1	Populus_qiongdaoensis	Chr2	21904186	21910885
Populus_qiongdaoensis__Poqio13163.t1	Populus_qiongdaoensis	Chr2	22843070	22849160
Populus_qiongdaoensis__Poqio12969.t1	Populus_qiongdaoensis	Chr2	24112816	24117738
Populus_qiongdaoensis__Poqio21516.t1	Populus_qiongdaoensis	Chr3	7488779	7495353
Populus_qiongdaoensis__Poqio21578.t1	Populus_qiongdaoensis	Chr3	7961925	7966529
Populus_qiongdaoensis__Poqio21650.t1	Populus_qiongdaoensis	Chr3	8509333	8514907
Populus_qiongdaoensis__Poqio20464.t1	Populus_qiongdaoensis	Chr4	482284	487879
Populus_qiongdaoensis__Poqio20369.t1	Populus_qiongdaoensis	Chr4	1432521	1441101
Populus_qiongdaoensis__Poqio20064.t1	Populus_qiongdaoensis	Chr4	4508644	4522414
Populus_qiongdaoensis__Poqio19552.t1	Populus_qiongdaoensis	Chr4	8947659	8958472
Populus_qiongdaoensis__Poqio18886.t1	Populus_qiongdaoensis	Chr4	17457119	17463046
Populus_qiongdaoensis__Poqio18768.t1	Populus_qiongdaoensis	Chr4	18341342	18345979
Populus_qiongdaoensis__Poqio18615.t1	Populus_qiongdaoensis	Chr4	19903716	19908305
Populus_qiongdaoensis__Poqio18290.t1	Populus_qiongdaoensis	Chr4	22685453	22690216
Populus_qiongdaoensis__Poqio18289.t1	Populus_qiongdaoensis	Chr4	22697405	22702207
Populus_qiongdaoensis__Poqio17942.t1	Populus_qiongdaoensis	Chr5	440250	445790
Populus_qiongdaoensis__Poqio17699.t1	Populus_qiongdaoensis	Chr5	2234984	2241109
Populus_qiongdaoensis__Poqio18216.t1	Populus_qiongdaoensis	Chr5	3366814	3373537
Populus_qiongdaoensis__Poqio17356.t1	Populus_qiongdaoensis	Chr5	5377222	5382888
Populus_qiongdaoensis__Poqio15694.t1	Populus_qiongdaoensis	Chr5	22070720	22075510
Populus_qiongdaoensis__Poqio10679.t1	Populus_qiongdaoensis	Chr6	4484833	4490985
Populus_qiongdaoensis__Poqio10915.t1	Populus_qiongdaoensis	Chr6	6800710	6806209
Populus_qiongdaoensis__Poqio11224.t1	Populus_qiongdaoensis	Chr6	10749493	10756236
Populus_qiongdaoensis__Poqio11334.t1	Populus_qiongdaoensis	Chr6	12340322	12346864
Populus_qiongdaoensis__Poqio11392.t1	Populus_qiongdaoensis	Chr6	12975194	12979995
Populus_qiongdaoensis__Poqio11583.t1	Populus_qiongdaoensis	Chr6	15050695	15056442
Populus_qiongdaoensis__Poqio11897.t1	Populus_qiongdaoensis	Chr6	17948749	17954216
Populus_qiongdaoensis__Poqio26146.t1	Populus_qiongdaoensis	Chr7	1089107	1093702
Populus_qiongdaoensis__Poqio26068.t1	Populus_qiongdaoensis	Chr7	1736894	1742797
Populus_qiongdaoensis__Poqio27322.t1	Populus_qiongdaoensis	Chr7	5029856	5036506
Populus_qiongdaoensis__Poqio27318.t1	Populus_qiongdaoensis	Chr7	5062746	5067885
Populus_qiongdaoensis__Poqio27244.t1	Populus_qiongdaoensis	Chr7	6040267	6046549
Populus_qiongdaoensis__Poqio06806.t1	Populus_qiongdaoensis	Chr8	2341288	2349895
Populus_qiongdaoensis__Poqio06912.t1	Populus_qiongdaoensis	Chr8	3150771	3156106
Populus_qiongdaoensis__Poqio07324.t1	Populus_qiongdaoensis	Chr8	6172121	6179720
Populus_qiongdaoensis__Poqio07343.t1	Populus_qiongdaoensis	Chr8	6303663	6308910
Populus_qiongdaoensis__Poqio07720.t1	Populus_qiongdaoensis	Chr8	9095294	9099766
Populus_qiongdaoensis__Poqio07827.t1	Populus_qiongdaoensis	Chr8	9937244	9943680
Populus_qiongdaoensis__Poqio04944.t1	Populus_qiongdaoensis	Chr9	7702124	7706926
Populus_qiongdaoensis__Poqio06318.t1	Populus_qiongdaoensis	Chr9	8495209	8501238
Populus_qiongdaoensis__Poqio05994.t1	Populus_qiongdaoensis	Chr9	10742756	10747857
Populus_qiongdaoensis__Poqio04824.t1	Populus_qiongdaoensis	Scaffold_000001	7089576	7094975
Populus_rotundifolia__Porot00251.t1	Populus_rotundifolia	Chr1	2158526	2163328
Populus_rotundifolia__Porot00339.t2	Populus_rotundifolia	Chr1	2820718	2831653
Populus_rotundifolia__Porot00761.t1	Populus_rotundifolia	Chr1	6497867	6504733
Populus_rotundifolia__Porot01337.t1	Populus_rotundifolia	Chr1	11946922	11956823
Populus_rotundifolia__Porot01641.t1	Populus_rotundifolia	Chr1	15021639	15027108
Populus_rotundifolia__Porot02200.t3	Populus_rotundifolia	Chr1	25440480	25445398
Populus_rotundifolia__Porot03692.t1	Populus_rotundifolia	Chr1	44255769	44260790
Populus_rotundifolia__Porot03725.t4	Populus_rotundifolia	Chr1	44634920	44640564
Populus_rotundifolia__Porot23022.t1	Populus_rotundifolia	Chr10	11137835	11142247
Populus_rotundifolia__Porot23290.t1	Populus_rotundifolia	Chr10	13372709	13380685
Populus_rotundifolia__Porot23835.t1	Populus_rotundifolia	Chr10	17772859	17779658
Populus_rotundifolia__Porot23969.t1	Populus_rotundifolia	Chr10	18888821	18893257
Populus_rotundifolia__Porot23987.t1	Populus_rotundifolia	Chr10	19087340	19092019
Populus_rotundifolia__Porot26584.t1	Populus_rotundifolia	Chr12	10589751	10598155
Populus_rotundifolia__Porot26637.t1	Populus_rotundifolia	Chr12	10938055	10942659
Populus_rotundifolia__Porot26710.t1	Populus_rotundifolia	Chr12	11447592	11452034
Populus_rotundifolia__Porot27540.t2	Populus_rotundifolia	Chr12	17219457	17225807
Populus_rotundifolia__Porot27620.t1	Populus_rotundifolia	Chr12	17584741	17590882
Populus_rotundifolia__Porot27890.t1	Populus_rotundifolia	Chr13	1487887	1493658
Populus_rotundifolia__Porot27949.t1	Populus_rotundifolia	Chr13	1868799	1875691
Populus_rotundifolia__Porot27989.t1	Populus_rotundifolia	Chr13	2194533	2202996
Populus_rotundifolia__Porot28116.t1	Populus_rotundifolia	Chr13	3527979	3537083
Populus_rotundifolia__Porot28830.t1	Populus_rotundifolia	Chr13	13131072	13137647
Populus_rotundifolia__Porot29416.t7	Populus_rotundifolia	Chr14	2715628	2720699
Populus_rotundifolia__Porot30591.t1	Populus_rotundifolia	Chr15	463057	467739
Populus_rotundifolia__Porot30716.t1	Populus_rotundifolia	Chr15	1581685	1586181
Populus_rotundifolia__Porot30815.t2	Populus_rotundifolia	Chr15	2297430	2304493
Populus_rotundifolia__Porot31393.t1	Populus_rotundifolia	Chr15	10191746	10199144
Populus_rotundifolia__Porot31810.t1	Populus_rotundifolia	Chr15	14287178	14294823
Populus_rotundifolia__Porot31978.t3	Populus_rotundifolia	Chr16	366266	372932
Populus_rotundifolia__Porot32217.t1	Populus_rotundifolia	Chr16	3127698	3134247
Populus_rotundifolia__Porot32917.t1	Populus_rotundifolia	Chr16	11559685	11568218
Populus_rotundifolia__Porot34288.t1	Populus_rotundifolia	Chr17	9307182	9311813
Populus_rotundifolia__Porot36106.t1	Populus_rotundifolia	Chr19	1749371	1755699
Populus_rotundifolia__Porot36547.t1	Populus_rotundifolia	Chr19	5840115	5846734
Populus_rotundifolia__Porot36548.t1	Populus_rotundifolia	Chr19	5845495	5849936
Populus_rotundifolia__Porot36925.t1	Populus_rotundifolia	Chr19	8381455	8388389
Populus_rotundifolia__Porot37110.t1	Populus_rotundifolia	Chr19	9871071	9875540
Populus_rotundifolia__Porot37171.t2	Populus_rotundifolia	Chr19	10274086	10280899
Populus_rotundifolia__Porot37257.t1	Populus_rotundifolia	Chr19	10759353	10764838
Populus_rotundifolia__Porot37520.t1	Populus_rotundifolia	Chr19	12519866	12530784
Populus_rotundifolia__Porot37523.t1	Populus_rotundifolia	Chr19	12541573	12547414
Populus_rotundifolia__Porot04803.t1	Populus_rotundifolia	Chr2	2623213	2629816
Populus_rotundifolia__Porot05623.t1	Populus_rotundifolia	Chr2	16130822	16140764
Populus_rotundifolia__Porot06576.t3	Populus_rotundifolia	Chr2	24691090	24700863
Populus_rotundifolia__Porot06665.t1	Populus_rotundifolia	Chr2	25385930	25390645
Populus_rotundifolia__Porot07125.t2	Populus_rotundifolia	Chr3	2435978	2442166
Populus_rotundifolia__Porot07183.t1	Populus_rotundifolia	Chr3	2793652	2800701
Populus_rotundifolia__Porot07225.t1	Populus_rotundifolia	Chr3	3220001	3229621
Populus_rotundifolia__Porot07418.t1	Populus_rotundifolia	Chr3	4814072	4823480
Populus_rotundifolia__Porot07991.t1	Populus_rotundifolia	Chr3	10017152	10023862
Populus_rotundifolia__Porot09216.t2	Populus_rotundifolia	Chr3	23771793	23776874
Populus_rotundifolia__Porot09445.t1	Populus_rotundifolia	Chr3	25675198	25680886
Populus_rotundifolia__Porot09994.t1	Populus_rotundifolia	Chr4	4344792	4353391
Populus_rotundifolia__Porot10289.t5	Populus_rotundifolia	Chr4	7344987	7352158
Populus_rotundifolia__Porot10569.t1	Populus_rotundifolia	Chr4	9916752	9921362
Populus_rotundifolia__Porot10676.t1	Populus_rotundifolia	Chr4	10967065	10971555
Populus_rotundifolia__Porot10739.t6	Populus_rotundifolia	Chr4	11559436	11566410
Populus_rotundifolia__Porot11098.t1	Populus_rotundifolia	Chr4	16638792	16645799
Populus_rotundifolia__Porot11305.t1	Populus_rotundifolia	Chr4	18884744	18891167
Populus_rotundifolia__Porot11325.t1	Populus_rotundifolia	Chr4	19109817	19117729
Populus_rotundifolia__Porot11545.t1	Populus_rotundifolia	Chr4	21123112	21130233
Populus_rotundifolia__Porot11680.t1	Populus_rotundifolia	Chr4	22104039	22108818
Populus_rotundifolia__Porot11801.t1	Populus_rotundifolia	Chr4	23028102	23033122
Populus_rotundifolia__Porot11949.t1	Populus_rotundifolia	Chr4	23881394	23887071
Populus_rotundifolia__Porot12592.t1	Populus_rotundifolia	Chr5	7845089	7849525
Populus_rotundifolia__Porot12859.t2	Populus_rotundifolia	Chr5	10699058	10706566
Populus_rotundifolia__Porot13247.t4	Populus_rotundifolia	Chr5	13899171	13905796
Populus_rotundifolia__Porot13343.t1	Populus_rotundifolia	Chr5	14542034	14546479
Populus_rotundifolia__Porot13594.t1	Populus_rotundifolia	Chr5	16759355	16765622
Populus_rotundifolia__Porot13595.t2	Populus_rotundifolia	Chr5	16772705	16779776
Populus_rotundifolia__Porot13810.t1	Populus_rotundifolia	Chr5	18511614	18520049
Populus_rotundifolia__Porot13832.t1	Populus_rotundifolia	Chr5	18705771	18712223
Populus_rotundifolia__Porot14045.t1	Populus_rotundifolia	Chr5	20377947	20385069
Populus_rotundifolia__Porot14186.t1	Populus_rotundifolia	Chr5	21287961	21292433
Populus_rotundifolia__Porot14809.t2	Populus_rotundifolia	Chr6	4454588	4462282
Populus_rotundifolia__Porot15698.t1	Populus_rotundifolia	Chr6	16988379	16992947
Populus_rotundifolia__Porot16403.t2	Populus_rotundifolia	Chr7	1447937	1457283
Populus_rotundifolia__Porot16550.t2	Populus_rotundifolia	Chr7	2606378	2616401
Populus_rotundifolia__Porot16809.t2	Populus_rotundifolia	Chr7	4852444	4857825
Populus_rotundifolia__Porot16910.t2	Populus_rotundifolia	Chr7	5721828	5728335
Populus_rotundifolia__Porot16960.t1	Populus_rotundifolia	Chr7	6171050	6175519
Populus_rotundifolia__Porot17120.t1	Populus_rotundifolia	Chr7	7691720	7698567
Populus_rotundifolia__Porot17401.t1	Populus_rotundifolia	Chr7	11866258	11870850
Populus_rotundifolia__Porot18441.t1	Populus_rotundifolia	Chr8	228956	235743
Populus_rotundifolia__Porot18721.t2	Populus_rotundifolia	Chr8	2964955	2971290
Populus_rotundifolia__Porot19952.t1	Populus_rotundifolia	Chr9	407269	412557
Populus_rotundifolia__Porot19956.t1	Populus_rotundifolia	Chr9	415915	421655
Populus_rotundifolia__Porot20018.t1	Populus_rotundifolia	Chr9	768414	774867
Populus_rotundifolia__Porot20918.t1	Populus_rotundifolia	Chr9	7046111	7050544
Populus_rotundifolia__Porot20990.t1	Populus_rotundifolia	Chr9	7584691	7589298
Populus_rotundifolia__Porot22151.t3	Populus_rotundifolia	Chr9	19678776	19685755
Populus_simonii__Posim01132.t1	Populus_simonii	Chr1	12988127	12993722
Populus_simonii__Posim01166.t1	Populus_simonii	Chr1	13314020	13319041
Populus_simonii__Posim02660.t4	Populus_simonii	Chr1	30412360	30417284
Populus_simonii__Posim03309.t1	Populus_simonii	Chr1	39115020	39120411
Populus_simonii__Posim03605.t1	Populus_simonii	Chr1	42106171	42116164
Populus_simonii__Posim04209.t1	Populus_simonii	Chr1	47528657	47535466
Populus_simonii__Posim04653.t1	Populus_simonii	Chr1	51114448	51125409
Populus_simonii__Posim04754.t1	Populus_simonii	Chr1	51782333	51787135
Populus_simonii__Posim25424.t1	Populus_simonii	Chr10	9391798	9396219
Populus_simonii__Posim25685.t1	Populus_simonii	Chr10	11501916	11509857
Populus_simonii__Posim26241.t1	Populus_simonii	Chr10	16011726	16018507
Populus_simonii__Posim26367.t1	Populus_simonii	Chr10	17003473	17007909
Populus_simonii__Posim26387.t1	Populus_simonii	Chr10	17194538	17199223
Populus_simonii__Posim27556.t1	Populus_simonii	Chr11	14576495	14582923
Populus_simonii__Posim27819.t1	Populus_simonii	Chr11	17411572	17418330
Populus_simonii__Posim27880.t1	Populus_simonii	Chr12	54329	59692
Populus_simonii__Posim28830.t1	Populus_simonii	Chr12	11031178	11035809
Populus_simonii__Posim29756.t1	Populus_simonii	Chr13	3046274	3054848
Populus_simonii__Posim30266.t1	Populus_simonii	Chr13	9994594	10001960
Populus_simonii__Posim30558.t1	Populus_simonii	Chr13	13531898	13538449
Populus_simonii__Posim30807.t2	Populus_simonii	Chr13	15609194	15615911
Populus_simonii__Posim32025.t1	Populus_simonii	Chr14	13616985	13622881
Populus_simonii__Posim32559.t1	Populus_simonii	Chr15	1316475	1324146
Populus_simonii__Posim32980.t2	Populus_simonii	Chr15	4888540	4896058
Populus_simonii__Posim33539.t3	Populus_simonii	Chr15	13592963	13600033
Populus_simonii__Posim33635.t1	Populus_simonii	Chr15	14350151	14354647
Populus_simonii__Posim33766.t1	Populus_simonii	Chr15	15408163	15412872
Populus_simonii__LG17_exon1_exon4_exon2_exon3_exon5	Populus_simonii	Chr17	2085846	2092376
Populus_simonii__Posim36225.t1	Populus_simonii	Chr17	11997121	12006298
Populus_simonii__Posim36345.t1	Populus_simonii	Chr17	12973625	12982117
Populus_simonii__Posim36388.t1	Populus_simonii	Chr17	13338811	13345700
Populus_simonii__Posim36453.t1	Populus_simonii	Chr17	13802293	13808070
Populus_simonii__Posim36835.t1	Populus_simonii	Chr18	1786800	1794485
Populus_simonii__Posim37540.t1	Populus_simonii	Chr18	10924020	10928603
Populus_simonii__Posim38081.t1	Populus_simonii	Chr19	385540	391396
Populus_simonii__Posim38083.t1	Populus_simonii	Chr19	403965	414719
Populus_simonii__Posim38354.t1	Populus_simonii	Chr19	2312552	2317911
Populus_simonii__Posim38444.t1	Populus_simonii	Chr19	2803992	2810799
Populus_simonii__Posim38499.t1	Populus_simonii	Chr19	3222887	3227356
Populus_simonii__Posim38668.t4	Populus_simonii	Chr19	4395463	4401800
Populus_simonii__Posim38932.t1	Populus_simonii	Chr19	6077155	6083666
Populus_simonii__Posim38933.t1	Populus_simonii	Chr19	6083569	6088470
Populus_simonii__Posim39460.t1	Populus_simonii	Chr19	10495817	10502145
